Ticker
HAPV3
ABEV3
COGN3
VALE3
B3SA3
BBDC4
PETR4
ITUB4
ITSA4
BBAS3
ASAI3
MGLU3
CVCB3
GGBR4
CMIG4
CCRO3
RENT3
PCAR3
MRFG3
RAIL3
RADL3
CSAN3
VAMO3
CRFB3
USIM5
PETR3
CPLE6
BBDC3
NTCO3
BRFS3
VBBR3
MRVE3
POMO4
AZUL4
LREN3
RAIZ4
BRAV3
KLBN11
EQTL3
ELET3
GOAU4
CSNA3
JBSS3
PRIO3
WEGE3
SIMH3
SUZB3
UGPA3
PETZ3
BPAC11
HYPE3
RDOR3
ENEV3
BBSE3
ANIM3
CXSE3
MOVI3
YDUQ3
QUAL3
TIMS3
EMBR3
DXCO3
SBSP3
CYRE3
GMAT3
CMIN3
BEEF3
AURE3
CPLE3
MULT3
LJQQ3
GOLL4
ONCO3
TOTS3
VIVT3
ECOR3
BRAP4
ALOS3
GFSA3
CEAB3
STBP3
ISAE4
ELET6
SANB11
SRNA3
CBAV3
DIRR3
LWSA3
ALPA4
GGPS3
HBSA3
IGTI11
IGTI11
CURY3
ENGI11
BRKM5
AZZA3
VIVA3
RECV3
CPFE3
PSSA3
SAPR11
SBFG3
EZTC3
TAEE11
FLRY3
SMFT3
JHSF3
SLCE3
BHIA3
TEND3
AZEV4
EGIE3
VVEO3
GRND3
BPAN4
INTB3
PDGR3
OIBR3
SMTO3
RAPT4
IRBR3
AMER3
IFCM3
AMBP3
CSMG3
DASA3
ALUP11
SAPR4
MLAS3
ARML3
MDIA3
NEOE3
POSI3
MEAL3
PGMN3
HBOR3
BRSR6
SYNE3
RCSL4
LIGT3
ABCB4
JSLG3
LOGN3
KLBN4
CAML3
CSED3
ODPV3
GUAR3
SEQL3
CLSA3
EVEN3
MDNE3
PLPL3
FESA4
TUPY3
MYPK3
AERI3
VULC3
MTRE3
CASH3
JALL3
RCSL3
KEPL3
PORT3
ORVR3
ENJU3
RANI3
ITUB3
ZAMP3
TTEN3
MATD3
HBRE3
AZEV3
SOJA3
WIZC3
PNVL3
LEVE3
AGXY3
OPCT3
USIM3
MILS3
BRBI11
BMGB4
MELK3
LAVV3
PRNR3
SEER3
TASA4
TRIS3
TFCO4
SHUL4
FIQE3
KLBN3
POMO3
VLID3
PTBL3
CMIG3
SAPR3
VITT3
PINE4
KRSA3
FRAS3
LOGG3
TAEE4
PFRM3
UNIP6
DESK3
ITSA3
ESPA3
ETER3
BLAU3
ROMI3
AMAR3
PMAM3
AGRO3
BMOB3
ALPK3
TGMA3
ALLD3
TECN3
RNEW4
BRST3
LPSB3
VTRU3
SANB4
SANB3
VSTE3
TCSA3
ELMD3
BIOM3
GGBR3
DEXP3
GOAU3
RNEW3
BRAP3
TAEE3
DMVF3
IGTI3
IGTI3
MBLY3
LUPA3
UCAS3
DOTZ3
FHER3
NGRD3
EUCA4
SHOW3
VIVR3
SCAR3
RSID3
OIBR4
CSUD3
INEP4
WEST3
LAND3
INEP3
BOBR4
TPIS3
EPAR3
RAPT3
TRAD3
BMEB4
AZEV11
LVTC3
COCE5
BRKM3
PDTC3
TASA3
CAMB3
CGRA4
ENGI4
OFSA3
ALUP4
RNEW11
TELB4
WHRL4
JFEN3
BEES3
NINJ3
EQPA3
UNIP3
CEBR6
BALM4
MNPR3
ATMP3
EALT4
ALUP3
CTSA4
CEBR3
EMAE4
ENGI3
BAZA3
WHRL3
PTNT4
BRSR3
AVLL3
ISAE3
BPAC5
OSXB3
HAGA4
NUTR3
DEXP4
BEES4
AMAR11
SNSY5
BPAC3
RDNI3
CLSC4
BMEB3
CGAS5
MTSA4
CEBR5
MGEL4
EKTR4
EQMA3B
REDE3
PINE3
RPMG3
CGRA3
EUCA3
HAGA3
FRIO3
NEXP3
TELB3
PPLA11
EALT3
AALR3
SNSY3
RSUL4
CPLE5
BRKM6
AFLT3
PATI4
GEPA4
WLMM4
CEDO3
JOPA3
IGTI4
IGTI4
GEPA3
BGIP4
MNDL3
BMIN4
MWET3
LUXM4
PTNT3
ALPA3
DOHL4
CTSA3
BIOM11
BMKS3
ESTR4
HOOT4
MERC4
CRPG5
PSVM11
MWET4
DASA11
RPAD5
SOND5
CTKA4
EMAE3
CEEB3
BALM3
CEDO4
CRPG6
UNIP5
PEAB3
HBTS5
FESA3
BSLI4
ATOM3
BSLI3
AHEB5
NORD3
BNBR3
FIEI3
BDLL4
CGAS3
CLSC3
PATI3
PLAS3
DTCY3
CRPG3
BRSR5
BGIP3
TEKA4
PEAB4
AHEB3
CEEB5
RPAD3
MRSA6B
BAUH4
MRSA3B
MRSA5B
PINE11
GSHP3
ENMT3
ELET5
HETA4
MAPT3
MSPA3
BMIN3
CBEE3
MAPT4
EQPA7
EQPA5
LIPR3
